locationId,clinicName,Address,postalCode,medications,procedures
544,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Metformin,Wound Dressing; Ultrasound
545,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Omeprazole; Salbutamol,X-Ray
546,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Salbutamol; Paracetamol; Omeprazole; Amoxicillin,Physiotherapy; Minor Surgery; Vaccination
547,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Ibuprofen; Salbutamol; Omeprazole; Atorvastatin; Metformin,Wound Dressing; ECG
548,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Simvastatin; Paracetamol,ECG
549,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Paracetamol,Vaccination
550,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Ibuprofen,Minor Surgery; Vaccination
551,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Salbutamol; Lisinopril; Atorvastatin; Metformin; Amoxicillin,Endoscopy; Ultrasound; Minor Surgery; ECG; Physiotherapy
552,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Amoxicillin; Omeprazole; Ibuprofen; Metformin,Wound Dressing; X-Ray; Endoscopy; Vaccination
553,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Metformin; Simvastatin; Paracetamol; Ibuprofen,Vaccination; Minor Surgery
554,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Omeprazole; Lisinopril; Metformin; Amoxicillin; Amlodipine,X-Ray; Vaccination; Physiotherapy
555,The Clinic Group,1 Raffles Quay #09-02,048583,Atorvastatin; Salbutamol,Physiotherapy
556,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Ibuprofen; Omeprazole,X-Ray; ECG
557,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Amoxicillin,ECG; Blood Test; Endoscopy; Physiotherapy
558,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Ibuprofen; Amoxicillin; Omeprazole; Lisinopril,Endoscopy; Vaccination; Health Screening; ECG; X-Ray
559,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Lisinopril; Ibuprofen; Salbutamol; Amlodipine,Endoscopy; Minor Surgery; ECG; Physiotherapy
560,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Amlodipine,Endoscopy; Wound Dressing; Vaccination; Minor Surgery
561,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Metformin; Paracetamol; Ibuprofen,Physiotherapy; ECG; Health Screening
562,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Salbutamol; Metformin; Amlodipine; Simvastatin; Atorvastatin,Minor Surgery; Health Screening; Vaccination; Blood Test; Wound Dressing
563,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Metformin; Salbutamol,Ultrasound; Blood Test
564,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Salbutamol; Ibuprofen,Endoscopy; Health Screening; Blood Test
565,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Amlodipine; Salbutamol; Lisinopril,Minor Surgery; Vaccination
566,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Atorvastatin; Amlodipine; Ibuprofen; Salbutamol; Metformin,Vaccination; Ultrasound; Minor Surgery; Health Screening
567,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Lisinopril; Metformin,Endoscopy; Minor Surgery; Ultrasound
568,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Metformin; Lisinopril,Endoscopy
569,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Atorvastatin; Metformin,Vaccination; Blood Test; Endoscopy; ECG; X-Ray
570,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Simvastatin; Atorvastatin; Amoxicillin; Paracetamol,Health Screening; Wound Dressing
571,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Atorvastatin; Amoxicillin; Omeprazole,ECG; X-Ray; Vaccination; Endoscopy
572,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Omeprazole,Health Screening; Wound Dressing; Endoscopy
573,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Ibuprofen; Amoxicillin; Lisinopril; Amlodipine; Atorvastatin,X-Ray; Health Screening; Minor Surgery
574,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Paracetamol; Metformin,Health Screening; Minor Surgery; Vaccination; ECG
575,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Lisinopril; Ibuprofen; Amlodipine,ECG; Endoscopy; Physiotherapy
576,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Simvastatin; Lisinopril; Ibuprofen; Paracetamol; Amlodipine,ECG; Ultrasound; X-Ray; Health Screening; Minor Surgery
577,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Amoxicillin; Omeprazole; Paracetamol; Lisinopril,Minor Surgery; Physiotherapy; Health Screening
578,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Lisinopril; Paracetamol; Metformin,Physiotherapy; Health Screening
579,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Amlodipine; Paracetamol; Lisinopril; Metformin; Salbutamol,Ultrasound; Endoscopy
580,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Omeprazole; Amoxicillin; Paracetamol; Ibuprofen,Health Screening; ECG; Vaccination; Endoscopy
581,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Atorvastatin,ECG; Ultrasound; Endoscopy; Wound Dressing
582,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Amlodipine; Paracetamol; Lisinopril; Salbutamol,Minor Surgery; Blood Test
583,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Atorvastatin,Wound Dressing; Blood Test; Minor Surgery
584,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Metformin; Simvastatin; Ibuprofen; Omeprazole,Ultrasound; Physiotherapy
585,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Ibuprofen; Amoxicillin; Metformin; Simvastatin,ECG; Ultrasound; Health Screening; Minor Surgery; Wound Dressing
586,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Salbutamol; Atorvastatin; Amoxicillin; Simvastatin; Omeprazole,Minor Surgery; Endoscopy
587,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Ibuprofen; Paracetamol; Metformin; Omeprazole,Physiotherapy; X-Ray; Wound Dressing; ECG; Minor Surgery
588,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Metformin; Lisinopril,Endoscopy; Ultrasound; Physiotherapy
589,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Paracetamol; Amoxicillin,Wound Dressing; ECG; Health Screening; Minor Surgery; Endoscopy
590,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Amoxicillin; Atorvastatin,Vaccination
591,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Lisinopril,Health Screening; Ultrasound; Wound Dressing; Blood Test
592,The Clinic Group,1 Raffles Quay #09-02,048583,Amlodipine; Salbutamol; Omeprazole,X-Ray; Blood Test
593,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Paracetamol,Blood Test; Endoscopy; X-Ray; Minor Surgery; Vaccination
594,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Amoxicillin; Ibuprofen; Simvastatin; Atorvastatin,Wound Dressing; X-Ray; Minor Surgery; Ultrasound
595,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Salbutamol,ECG; Health Screening; Blood Test
596,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Amoxicillin; Amlodipine,Health Screening; Physiotherapy; Vaccination
597,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Ibuprofen,Health Screening; ECG; Minor Surgery
598,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Amlodipine,ECG; Wound Dressing
599,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Metformin; Salbutamol; Paracetamol; Atorvastatin; Ibuprofen,Wound Dressing; Blood Test
600,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Amlodipine; Omeprazole,Physiotherapy; Blood Test
601,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Lisinopril,Health Screening
602,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Amlodipine; Amoxicillin; Omeprazole; Metformin; Simvastatin,ECG; Wound Dressing; Health Screening; Ultrasound; X-Ray
603,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Atorvastatin,Minor Surgery; Physiotherapy; Wound Dressing; Endoscopy
604,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Atorvastatin; Metformin; Paracetamol,Endoscopy; Wound Dressing; Vaccination; ECG; Minor Surgery
605,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Lisinopril; Amlodipine; Atorvastatin; Simvastatin; Omeprazole,Minor Surgery; ECG; Ultrasound
606,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Amoxicillin; Atorvastatin; Amlodipine,Minor Surgery; Ultrasound; Physiotherapy
607,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Atorvastatin; Lisinopril; Ibuprofen,X-Ray
608,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Amoxicillin; Atorvastatin; Simvastatin,Ultrasound
609,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Amoxicillin; Paracetamol; Omeprazole; Simvastatin; Metformin,Endoscopy; Blood Test; Health Screening; Ultrasound
610,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Omeprazole; Simvastatin; Amoxicillin,ECG; X-Ray; Endoscopy; Wound Dressing; Minor Surgery
611,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Omeprazole,Physiotherapy; Wound Dressing; Vaccination; Ultrasound; Endoscopy
612,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Salbutamol; Amoxicillin; Paracetamol,X-Ray; Minor Surgery; Endoscopy; Wound Dressing; Blood Test
613,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Metformin; Salbutamol; Omeprazole; Simvastatin; Atorvastatin,Vaccination; X-Ray; Blood Test
614,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Ibuprofen,Physiotherapy; X-Ray; Endoscopy; Wound Dressing
615,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Atorvastatin; Amlodipine; Paracetamol; Omeprazole,Ultrasound; Blood Test; Wound Dressing
616,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Paracetamol; Salbutamol; Ibuprofen; Simvastatin,Health Screening; Minor Surgery; Vaccination; Wound Dressing; Ultrasound
617,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Amoxicillin; Simvastatin; Paracetamol; Salbutamol,Minor Surgery; X-Ray; Endoscopy; ECG; Wound Dressing
618,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Salbutamol; Ibuprofen; Metformin,Health Screening; Endoscopy; Ultrasound; Minor Surgery
619,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Atorvastatin,ECG; Endoscopy; Minor Surgery; Vaccination; Wound Dressing
620,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Atorvastatin,Minor Surgery; Physiotherapy; ECG; Endoscopy; Blood Test
621,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Simvastatin; Lisinopril; Amlodipine; Salbutamol,Blood Test; Physiotherapy
622,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Lisinopril; Atorvastatin; Simvastatin; Ibuprofen,Wound Dressing; Endoscopy; X-Ray; Vaccination
623,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Paracetamol; Lisinopril; Amlodipine; Amoxicillin,Blood Test; Endoscopy; Minor Surgery; Health Screening; Wound Dressing
624,The Clinic Group,1 Raffles Quay #09-02,048583,Salbutamol; Paracetamol; Amlodipine; Amoxicillin; Atorvastatin,Blood Test; ECG
625,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Simvastatin; Salbutamol; Amlodipine; Metformin; Atorvastatin,Blood Test
626,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Amoxicillin; Metformin; Paracetamol; Ibuprofen; Lisinopril,X-Ray; ECG
627,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Atorvastatin; Amoxicillin; Amlodipine; Ibuprofen; Omeprazole,Endoscopy
628,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Amlodipine; Atorvastatin; Paracetamol,Blood Test
629,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Paracetamol; Ibuprofen; Atorvastatin,Wound Dressing
630,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Ibuprofen,ECG; Minor Surgery; Endoscopy
631,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Salbutamol; Metformin; Paracetamol; Amlodipine; Ibuprofen,ECG; Physiotherapy
632,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Paracetamol; Metformin; Omeprazole,Blood Test
633,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Paracetamol; Omeprazole; Lisinopril,Wound Dressing; Minor Surgery; X-Ray; Blood Test
634,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Salbutamol; Ibuprofen; Simvastatin; Lisinopril; Omeprazole,Blood Test; Endoscopy; Minor Surgery; ECG
635,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Omeprazole; Simvastatin,X-Ray; Minor Surgery
636,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Amoxicillin; Salbutamol; Metformin; Amlodipine,Wound Dressing
637,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Ibuprofen,X-Ray; Ultrasound; Endoscopy; Minor Surgery; Blood Test
638,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Amoxicillin; Simvastatin; Metformin,Wound Dressing; Blood Test; Physiotherapy; ECG; Vaccination
639,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Simvastatin; Metformin; Lisinopril; Ibuprofen,Health Screening; Ultrasound
640,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Salbutamol; Lisinopril; Paracetamol; Atorvastatin,Physiotherapy
641,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Simvastatin; Ibuprofen; Atorvastatin; Salbutamol,X-Ray
642,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Lisinopril,ECG
643,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Amoxicillin,Endoscopy; Physiotherapy; Vaccination
644,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Lisinopril,Blood Test; Wound Dressing; Physiotherapy; ECG; Endoscopy
645,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Omeprazole; Salbutamol,Endoscopy; Vaccination; Physiotherapy; X-Ray
646,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Salbutamol; Amoxicillin; Amlodipine; Omeprazole,Physiotherapy
647,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Ibuprofen; Amoxicillin; Salbutamol,Blood Test; Ultrasound; ECG; Health Screening; Minor Surgery
648,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Simvastatin; Omeprazole; Amoxicillin; Lisinopril,Blood Test; Vaccination; Minor Surgery; X-Ray
649,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Lisinopril,Blood Test; Ultrasound; X-Ray
650,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Amlodipine; Atorvastatin,ECG; Vaccination; Minor Surgery
651,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Ibuprofen; Metformin; Lisinopril; Paracetamol,Ultrasound
652,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Simvastatin; Atorvastatin; Salbutamol; Amoxicillin,ECG; Wound Dressing; Endoscopy; Minor Surgery
653,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Atorvastatin; Ibuprofen; Paracetamol; Simvastatin; Salbutamol,X-Ray; ECG; Endoscopy; Ultrasound
654,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Paracetamol; Amoxicillin; Metformin,ECG; Vaccination; Health Screening; Physiotherapy
655,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Simvastatin,Wound Dressing; Blood Test; Vaccination; Health Screening
656,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Simvastatin; Salbutamol,ECG
657,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Amlodipine; Atorvastatin; Amoxicillin; Ibuprofen; Lisinopril,X-Ray; Minor Surgery; ECG; Blood Test
658,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Paracetamol; Amoxicillin; Atorvastatin; Salbutamol; Simvastatin,Endoscopy; Health Screening
659,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Simvastatin; Omeprazole,Physiotherapy
660,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Amoxicillin; Omeprazole; Salbutamol; Metformin,Endoscopy; Ultrasound; ECG; Wound Dressing; Health Screening
661,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Atorvastatin; Omeprazole; Metformin,Endoscopy; Blood Test
662,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Metformin; Lisinopril; Simvastatin; Ibuprofen,Physiotherapy; Vaccination
663,The Clinic Group,1 Raffles Quay #09-02,048583,Amoxicillin; Paracetamol,Physiotherapy; Health Screening; Wound Dressing; Minor Surgery; ECG
664,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Salbutamol; Omeprazole; Atorvastatin,Minor Surgery; Vaccination; X-Ray; Health Screening; Wound Dressing
665,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Salbutamol; Paracetamol,Wound Dressing; Minor Surgery; X-Ray; ECG; Physiotherapy
666,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Amoxicillin; Metformin; Simvastatin; Salbutamol,Ultrasound; Physiotherapy; Blood Test; X-Ray; Vaccination
667,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Omeprazole; Amlodipine; Metformin; Amoxicillin; Salbutamol,Blood Test
668,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Simvastatin; Lisinopril; Omeprazole,Wound Dressing; Minor Surgery; ECG; Blood Test; Health Screening
669,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Amoxicillin; Amlodipine; Lisinopril; Atorvastatin; Simvastatin,X-Ray; Physiotherapy
670,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Paracetamol; Amoxicillin; Atorvastatin,Endoscopy
671,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Omeprazole; Amlodipine,Physiotherapy; Vaccination; Health Screening
672,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Metformin; Ibuprofen; Lisinopril; Paracetamol,ECG; X-Ray; Ultrasound; Endoscopy
673,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Salbutamol; Omeprazole; Amlodipine; Metformin; Ibuprofen,Ultrasound; Blood Test; Vaccination
674,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Metformin; Lisinopril; Ibuprofen; Simvastatin; Paracetamol,Wound Dressing; Vaccination; Ultrasound; Health Screening; Blood Test
675,The Clinic Group,1 Raffles Quay #09-02,048583,Simvastatin; Atorvastatin,Endoscopy; Wound Dressing
676,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Amoxicillin,X-Ray; Minor Surgery
677,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Ibuprofen; Amlodipine; Metformin; Lisinopril,X-Ray
678,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Salbutamol; Amoxicillin; Omeprazole; Atorvastatin,Vaccination
679,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Lisinopril; Ibuprofen; Amlodipine; Salbutamol; Omeprazole,Endoscopy; X-Ray; Ultrasound
680,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Omeprazole; Metformin; Lisinopril; Salbutamol,Endoscopy
681,The Clinic Group,1 Raffles Quay #09-02,048583,Paracetamol; Salbutamol; Ibuprofen; Amoxicillin,Blood Test; Physiotherapy; Wound Dressing; Minor Surgery; Vaccination
682,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Lisinopril,Blood Test; Wound Dressing; ECG
683,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Amoxicillin; Simvastatin,Ultrasound; Health Screening
684,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Omeprazole; Paracetamol; Amlodipine,Blood Test
685,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Salbutamol; Omeprazole; Metformin; Amoxicillin; Paracetamol,Endoscopy; Minor Surgery
686,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Amoxicillin,Health Screening
687,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Omeprazole; Ibuprofen; Amlodipine; Paracetamol,Physiotherapy; Vaccination; X-Ray
688,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Lisinopril; Amlodipine; Amoxicillin; Omeprazole,Physiotherapy; Wound Dressing; Endoscopy; Blood Test; ECG
689,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Simvastatin,Vaccination; Physiotherapy; Ultrasound; Endoscopy
690,The Clinic Group,1 Raffles Quay #09-02,048583,Amlodipine,ECG
691,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Simvastatin,ECG; Ultrasound
692,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Paracetamol; Atorvastatin; Ibuprofen; Lisinopril; Salbutamol,Wound Dressing
693,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Omeprazole; Amoxicillin; Lisinopril,X-Ray; Health Screening; Blood Test
694,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Atorvastatin; Salbutamol; Amlodipine,Blood Test; Endoscopy
695,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Atorvastatin; Ibuprofen; Metformin; Amoxicillin,Blood Test
696,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Metformin; Paracetamol; Omeprazole; Atorvastatin,X-Ray
697,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Salbutamol; Amlodipine; Ibuprofen; Atorvastatin,Health Screening; Vaccination; Endoscopy; Physiotherapy; ECG
698,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Salbutamol; Atorvastatin; Amlodipine,X-Ray; Physiotherapy; Minor Surgery; Vaccination
699,The Clinic Group,1 Raffles Quay #09-02,048583,Lisinopril; Amlodipine; Paracetamol; Amoxicillin; Salbutamol,Ultrasound
700,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Amoxicillin,ECG
701,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Atorvastatin,Vaccination; Health Screening; Ultrasound; Endoscopy; X-Ray
702,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Ibuprofen; Salbutamol,Endoscopy; X-Ray
703,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Salbutamol; Paracetamol; Atorvastatin; Simvastatin,Ultrasound; Blood Test; Health Screening
704,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Amoxicillin; Salbutamol,Vaccination
705,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Amoxicillin; Ibuprofen; Amlodipine; Atorvastatin; Simvastatin,Health Screening; Blood Test
706,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Metformin; Amlodipine; Omeprazole; Salbutamol; Amoxicillin,Physiotherapy
707,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Lisinopril; Ibuprofen; Paracetamol; Atorvastatin,Physiotherapy; Endoscopy; ECG; Ultrasound
708,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Atorvastatin; Simvastatin,Health Screening; ECG; Physiotherapy; X-Ray; Endoscopy
709,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Metformin,ECG; Blood Test; Health Screening
710,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Amoxicillin; Omeprazole,Vaccination; Wound Dressing
711,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Lisinopril; Simvastatin; Salbutamol; Atorvastatin; Ibuprofen,Ultrasound; Blood Test; Physiotherapy; X-Ray
712,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Amlodipine; Salbutamol; Ibuprofen; Metformin; Simvastatin,Blood Test; Physiotherapy; Wound Dressing
713,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Ibuprofen; Omeprazole; Atorvastatin,Minor Surgery
714,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Amlodipine; Omeprazole,Endoscopy; Physiotherapy
715,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Atorvastatin; Lisinopril; Omeprazole; Ibuprofen,Ultrasound; Wound Dressing; Vaccination; Endoscopy
716,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Simvastatin; Amoxicillin; Paracetamol,Minor Surgery
717,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Simvastatin; Lisinopril; Ibuprofen,Minor Surgery; Endoscopy; X-Ray; Ultrasound
718,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Atorvastatin,Endoscopy
719,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Lisinopril; Amlodipine; Salbutamol; Ibuprofen,Wound Dressing
720,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Atorvastatin; Ibuprofen; Salbutamol,Wound Dressing; ECG
721,The Clinic Group,1 Raffles Quay #09-02,048583,Paracetamol; Amoxicillin,X-Ray; Ultrasound; ECG; Vaccination; Minor Surgery
722,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Metformin,Minor Surgery; Ultrasound
723,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Amoxicillin; Atorvastatin; Ibuprofen,X-Ray; Endoscopy; Minor Surgery; ECG; Health Screening
